tank,date,climate,drying,treatment,species,svl,mass,time,cumulative,prop.meta,devel.rate,final.stage,algaemass
27,8/29/2012,no warming,perm,no warming + slow,redlegged,19.0,0.39,109,21,0.7,0.174311927,NA,0.0
28,7/8/2012,no warming,perm,no warming + slow,treefrog,14.5,0.274,60,5,0.166666667,0.316666667,46,0.0
28,7/8/2012,no warming,perm,no warming + slow,treefrog,15.0,0.265,60,5,0.166666667,0.316666667,46,0.0
28,7/8/2012,no warming,perm,no warming + slow,treefrog,15.0,0.334,60,5,0.166666667,0.316666667,46,0.0
28,7/8/2012,no warming,perm,no warming + slow,treefrog,15.0,0.296,60,5,0.166666667,0.316666667,46,0.0
28,7/9/2012,no warming,perm,no warming + slow,treefrog,15.0,0.35,61,5,0.166666667,0.31147541,46,0.0
28,7/9/2012,no warming,perm,no warming + slow,treefrog,14.0,0.32,61,7,0.233333333,0.31147541,46,0.0
28,7/9/2012,no warming,perm,no warming + slow,treefrog,15.0,0.272,61,7,0.233333333,0.31147541,46,0.0
28,7/11/2012,no warming,perm,no warming + slow,treefrog,15.0,0.293,63,8,0.266666667,0.301587302,46,0.0
28,7/13/2012,no warming,perm,no warming + slow,treefrog,14.0,0.23,65,9,0.3,0.292307692,45,0.0
28,7/14/2012,no warming,perm,no warming + slow,treefrog,15.0,0.358,66,10,0.333333333,0.287878788,45,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.5,0.323,68,17,0.566666667,0.279411765,46,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.278,68,17,0.566666667,0.279411765,46,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,16.0,0.29,68,17,0.566666667,0.279411765,46,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.303,68,17,0.566666667,0.279411765,46,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.5,0.295,68,17,0.566666667,0.279411765,46,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.0,0.333,68,17,0.566666667,0.279411765,45,0.0
28,7/16/2012,no warming,perm,no warming + slow,treefrog,15.5,0.299,68,17,0.566666667,0.279411765,46,0.0
28,7/17/2012,no warming,perm,no warming + slow,treefrog,16.0,0.394,69,18,0.6,0.275362319,45,0.0
28,7/19/2012,no warming,perm,no warming + slow,treefrog,16.0,0.355,71,22,0.733333333,0.267605634,46,0.0
28,7/19/2012,no warming,perm,no warming + slow,treefrog,15.0,0.289,71,22,0.733333333,0.267605634,45,0.0
28,7/19/2012,no warming,perm,no warming + slow,treefrog,15.5,0.327,71,22,0.733333333,0.267605634,46,0.0
28,7/19/2012,no warming,perm,no warming + slow,treefrog,15.5,0.364,71,22,0.733333333,0.267605634,45,0.0
28,7/22/2012,no warming,perm,no warming + slow,treefrog,16.0,0.377,74,24,0.8,0.256756757,46,0.0
28,7/22/2012,no warming,perm,no warming + slow,treefrog,15.0,0.348,74,24,0.8,0.256756757,46,0.0
28,7/23/2012,no warming,perm,no warming + slow,treefrog,16.0,0.378,75,25,0.833333333,0.253333333,45,0.0
28,7/27/2012,no warming,perm,no warming + slow,treefrog,16.5,0.348,77,27,0.9,0.246753247,46,0.0
28,7/27/2012,no warming,perm,no warming + slow,treefrog,14.0,0.314,77,27,0.9,0.246753247,46,0.0
29,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.34,42,3,0.1,0.452380952,46,0.5526
29,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.336,42,3,0.1,0.452380952,45,0.5526
29,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.213,42,3,0.1,0.452380952,46,0.5526
29,6/21/2012,warming,temp,warming + fast,treefrog,15.5,0.325,44,6,0.2,0.431818182,46,0.5526
29,6/21/2012,warming,temp,warming + fast,treefrog,15.0,0.321,44,6,0.2,0.431818182,46,0.5526
29,6/21/2012,warming,temp,warming + fast,treefrog,15.0,0.337,44,6,0.2,0.431818182,45,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.0,0.246,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,16.0,0.297,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.0,0.296,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,14.0,0.245,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.5,0.365,45,16,0.533333333,0.422222222,45,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.0,0.315,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,14.0,0.302,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.0,0.34,45,16,0.533333333,0.422222222,46,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,16.0,0.345,45,16,0.533333333,0.422222222,45,0.5526
29,6/23/2012,warming,temp,warming + fast,treefrog,15.0,0.33,45,16,0.533333333,0.422222222,45,0.5526
29,6/25/2012,warming,temp,warming + fast,treefrog,16.0,0.366,47,18,0.6,0.404255319,46,0.5526
29,6/25/2012,warming,temp,warming + fast,treefrog,16.0,0.328,47,18,0.6,0.404255319,46,0.5526
29,6/27/2012,warming,temp,warming + fast,treefrog,16.0,0.379,49,19,0.633333333,0.387755102,45,0.5526
29,6/29/2012,warming,temp,warming + fast,treefrog,15.5,0.308,51,21,0.7,0.37254902,46,0.5526
29,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.356,51,21,0.7,0.37254902,46,0.5526
29,7/5/2012,warming,temp,warming + fast,treefrog,15.0,0.387,57,22,0.733333333,0.333333333,45,0.5526
29,7/9/2012,warming,temp,warming + fast,treefrog,17.0,0.402,61,23,0.766666667,0.31147541,46,0.5526
30,8/1/2012,no warming,perm,no warming + slow,spadefoot,23.0,0.959,82,1,0.033333333,0.231707317,45,0.8941
32,7/8/2012,no warming,temp,no warming + fast,treefrog,15.0,0.333,60,2,0.066666667,0.316666667,46,1.4465
32,7/8/2012,no warming,temp,no warming + fast,treefrog,14.5,0.317,60,2,0.066666667,0.316666667,45,1.4465
32,7/9/2012,no warming,temp,no warming + fast,treefrog,15.0,0.293,61,5,0.166666667,0.31147541,46,1.4465
32,7/9/2012,no warming,temp,no warming + fast,treefrog,15.5,0.31,61,5,0.166666667,0.31147541,46,1.4465
32,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.36,63,7,0.233333333,0.301587302,46,1.4465
32,7/11/2012,no warming,temp,no warming + fast,treefrog,16.5,0.346,63,7,0.233333333,0.301587302,46,1.4465
32,7/13/2012,no warming,temp,no warming + fast,treefrog,14.0,0.21,65,11,0.366666667,0.292307692,46,1.4465
32,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.325,65,11,0.366666667,0.292307692,46,1.4465
32,7/13/2012,no warming,temp,no warming + fast,treefrog,15.0,0.286,65,11,0.366666667,0.292307692,46,1.4465
32,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.358,65,11,0.366666667,0.292307692,46,1.4465
32,7/16/2012,no warming,temp,no warming + fast,treefrog,16.0,0.35,68,16,0.533333333,0.279411765,46,1.4465
32,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.349,68,16,0.533333333,0.279411765,46,1.4465
32,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.346,68,16,0.533333333,0.279411765,46,1.4465
32,7/16/2012,no warming,temp,no warming + fast,treefrog,16.0,0.399,68,16,0.533333333,0.279411765,45,1.4465
32,7/19/2012,no warming,temp,no warming + fast,treefrog,15.0,0.3,71,20,0.666666667,0.267605634,46,1.4465
32,7/19/2012,no warming,temp,no warming + fast,treefrog,17.0,0.36,71,20,0.666666667,0.267605634,46,1.4465
32,7/19/2012,no warming,temp,no warming + fast,treefrog,16.5,0.34,71,20,0.666666667,0.267605634,46,1.4465
32,7/19/2012,no warming,temp,no warming + fast,treefrog,15.5,0.34,71,20,0.666666667,0.267605634,45,1.4465
32,7/22/2012,no warming,temp,no warming + fast,treefrog,16.5,0.425,74,22,0.733333333,0.256756757,46,1.4465
32,7/22/2012,no warming,temp,no warming + fast,treefrog,15.0,0.362,74,22,0.733333333,0.256756757,46,1.4465
32,7/23/2012,no warming,temp,no warming + fast,treefrog,15.0,0.23,75,23,0.766666667,0.253333333,46,1.4465
32,7/25/2012,no warming,temp,no warming + fast,treefrog,15.5,0.407,75,24,0.8,0.253333333,45,1.4465
32,7/30/2012,no warming,temp,no warming + fast,treefrog,16.0,0.409,80,25,0.833333333,0.2375,46,1.4465
33,6/14/2012,warming,temp,warming + fast,treefrog,15.0,0.24,37,1,0.033333333,0.513513514,45,0.0
33,6/19/2012,warming,temp,warming + fast,treefrog,16.0,0.333,42,5,0.166666667,0.452380952,46,0.0
33,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.306,42,5,0.166666667,0.452380952,46,0.0
33,6/19/2012,warming,temp,warming + fast,treefrog,15.0,0.267,42,5,0.166666667,0.452380952,46,0.0
33,6/19/2012,warming,temp,warming + fast,treefrog,16.0,0.335,42,5,0.166666667,0.452380952,46,0.0
33,6/21/2012,warming,temp,warming + fast,treefrog,14.0,0.198,44,6,0.2,0.431818182,46,0.0
33,6/23/2012,warming,temp,warming + fast,treefrog,13.5,0.225,45,10,0.333333333,0.422222222,46,0.0
33,6/23/2012,warming,temp,warming + fast,treefrog,13.0,0.248,45,10,0.333333333,0.422222222,45,0.0
33,6/23/2012,warming,temp,warming + fast,treefrog,11.5,0.18,45,10,0.333333333,0.422222222,46,0.0
33,6/23/2012,warming,temp,warming + fast,treefrog,13.5,0.219,45,10,0.333333333,0.422222222,45,0.0
33,6/25/2012,warming,temp,warming + fast,treefrog,14.0,0.254,47,15,0.5,0.404255319,45,0.0
33,6/25/2012,warming,temp,warming + fast,treefrog,14.0,0.25,47,15,0.5,0.404255319,46,0.0
33,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.24,47,15,0.5,0.404255319,45,0.0
33,6/25/2012,warming,temp,warming + fast,treefrog,13.0,0.213,47,15,0.5,0.404255319,45,0.0
33,6/25/2012,warming,temp,warming + fast,treefrog,12.0,0.178,47,15,0.5,0.404255319,46,0.0
33,6/27/2012,warming,temp,warming + fast,treefrog,15.0,0.264,49,20,0.666666667,0.387755102,46,0.0
33,6/27/2012,warming,temp,warming + fast,treefrog,15.0,0.3,49,20,0.666666667,0.387755102,46,0.0
33,6/27/2012,warming,temp,warming + fast,treefrog,13.0,0.175,49,20,0.666666667,0.387755102,46,0.0
33,6/27/2012,warming,temp,warming + fast,treefrog,13.5,0.246,49,20,0.666666667,0.387755102,46,0.0
33,6/27/2012,warming,temp,warming + fast,treefrog,15.0,0.295,49,20,0.666666667,0.387755102,46,0.0
33,6/29/2012,warming,temp,warming + fast,treefrog,15.0,0.305,51,22,0.733333333,0.37254902,46,0.0
33,6/29/2012,warming,temp,warming + fast,treefrog,13.5,0.2,51,22,0.733333333,0.37254902,46,0.0
33,7/2/2012,warming,temp,warming + fast,treefrog,15.0,0.36,54,25,0.833333333,0.351851852,46,0.0
33,7/2/2012,warming,temp,warming + fast,treefrog,15.0,0.277,54,25,0.833333333,0.351851852,46,0.0
33,7/2/2012,warming,temp,warming + fast,treefrog,15.0,0.289,54,25,0.833333333,0.351851852,46,0.0
33,7/4/2012,warming,temp,warming + fast,treefrog,13.0,0.216,56,29,0.966666667,0.339285714,45,0.0
33,7/4/2012,warming,temp,warming + fast,treefrog,14.5,0.275,56,29,0.966666667,0.339285714,45,0.0
33,7/4/2012,warming,temp,warming + fast,treefrog,13.0,0.23,56,29,0.966666667,0.339285714,46,0.0
33,7/4/2012,warming,temp,warming + fast,treefrog,14.5,0.307,56,29,0.966666667,0.339285714,46,0.0
33,7/8/2012,warming,temp,warming + fast,treefrog,14.5,0.255,60,30,1.0,0.316666667,46,0.0
34,7/8/2012,warming,perm,warming + slow,spadefoot,20.0,0.9,60,1,0.033333333,0.316666667,45,6.4085
34,7/9/2012,warming,perm,warming + slow,spadefoot,17.0,0.678,61,2,0.066666667,0.31147541,45,6.4085
34,8/4/2012,warming,perm,warming + slow,spadefoot,21.0,1.01,85,3,0.1,0.223529412,45,6.4085
35,8/1/2012,no warming,perm,no warming + slow,spadefoot,25.0,1.587,82,1,0.033333333,0.231707317,45,8.5048
37,6/27/2012,warming,temp,warming + fast,spadefoot,17.0,0.55,49,3,0.1,0.387755102,45,4.7278
37,6/27/2012,warming,temp,warming + fast,spadefoot,17.0,0.723,49,3,0.1,0.387755102,46,4.7278
37,6/27/2012,warming,temp,warming + fast,spadefoot,16.5,0.64,49,3,0.1,0.387755102,46,4.7278
37,7/2/2012,warming,temp,warming + fast,spadefoot,18.0,0.644,54,5,0.166666667,0.351851852,46,4.7278
37,7/2/2012,warming,temp,warming + fast,spadefoot,18.0,0.567,54,5,0.166666667,0.351851852,46,4.7278
37,7/4/2012,warming,temp,warming + fast,spadefoot,15.0,0.417,56,6,0.2,0.339285714,45,4.7278
37,7/11/2012,warming,temp,warming + fast,spadefoot,17.5,0.622,63,8,0.266666667,0.301587302,46,4.7278
37,7/11/2012,warming,temp,warming + fast,spadefoot,19.5,0.672,63,8,0.266666667,0.301587302,46,4.7278
37,7/16/2012,warming,temp,warming + fast,spadefoot,18.0,0.596,68,9,0.3,0.279411765,46,4.7278
38,7/8/2012,no warming,perm,no warming + slow,treefrog,16.0,0.433,60,4,0.133333333,0.316666667,46,0.0
38,7/8/2012,no warming,perm,no warming + slow,treefrog,15.5,0.31,60,4,0.133333333,0.316666667,46,0.0
38,7/8/2012,no warming,perm,no warming + slow,treefrog,15.0,0.3,60,4,0.133333333,0.316666667,46,0.0
38,7/9/2012,no warming,perm,no warming + slow,treefrog,15.0,0.38,61,4,0.133333333,0.31147541,45,0.0
38,7/9/2012,no warming,perm,no warming + slow,treefrog,16.5,0.336,61,8,0.266666667,0.31147541,48,0.0
38,7/9/2012,no warming,perm,no warming + slow,treefrog,15.0,0.29,61,8,0.266666667,0.31147541,45,0.0
38,7/9/2012,no warming,perm,no warming + slow,treefrog,15.5,0.362,61,8,0.266666667,0.31147541,46,0.0
38,7/9/2012,no warming,perm,no warming + slow,treefrog,16.0,0.37,61,8,0.266666667,0.31147541,46,0.0
38,7/11/2012,no warming,perm,no warming + slow,treefrog,16.0,0.293,63,12,0.4,0.301587302,46,0.0
38,7/11/2012,no warming,perm,no warming + slow,treefrog,15.0,0.293,63,12,0.4,0.301587302,46,0.0
38,7/11/2012,no warming,perm,no warming + slow,treefrog,15.0,0.292,63,12,0.4,0.301587302,46,0.0
38,7/11/2012,no warming,perm,no warming + slow,treefrog,16.0,0.363,63,12,0.4,0.301587302,46,0.0
38,7/13/2012,no warming,perm,no warming + slow,treefrog,15.5,0.33,65,16,0.533333333,0.292307692,46,0.0
38,7/13/2012,no warming,perm,no warming + slow,treefrog,15.0,0.33,65,16,0.533333333,0.292307692,46,0.0
38,7/13/2012,no warming,perm,no warming + slow,treefrog,17.0,0.364,65,16,0.533333333,0.292307692,46,0.0
38,7/13/2012,no warming,perm,no warming + slow,treefrog,16.0,0.316,65,16,0.533333333,0.292307692,46,0.0
38,7/16/2012,no warming,perm,no warming + slow,treefrog,16.0,0.315,68,20,0.666666667,0.279411765,46,0.0
38,7/16/2012,no warming,perm,no warming + slow,treefrog,17.5,0.35,68,20,0.666666667,0.279411765,46,0.0
38,7/16/2012,no warming,perm,no warming + slow,treefrog,16.5,0.322,68,20,0.666666667,0.279411765,46,0.0
39,6/19/2012,warming,perm,warming + slow,treefrog,16.0,0.295,42,2,0.066666667,0.452380952,46,0.0
39,6/19/2012,warming,perm,warming + slow,treefrog,15.0,0.3,42,2,0.066666667,0.452380952,46,0.0
39,6/23/2012,warming,perm,warming + slow,treefrog,15.0,0.27,45,3,0.1,0.422222222,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,17.0,0.39,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,17.0,0.39,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.39,47,11,0.366666667,0.404255319,45,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.398,47,11,0.366666667,0.404255319,45,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,15.0,0.304,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,14.0,0.286,47,11,0.366666667,0.404255319,46,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,17.0,0.396,47,11,0.366666667,0.404255319,45,0.0
39,6/25/2012,warming,perm,warming + slow,treefrog,16.0,0.384,47,11,0.366666667,0.404255319,45,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.259,49,15,0.5,0.387755102,46,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.259,49,15,0.5,0.387755102,45,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.299,49,15,0.5,0.387755102,46,0.0
39,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.285,49,15,0.5,0.387755102,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.345,51,18,0.6,0.37254902,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.34,51,18,0.6,0.37254902,46,0.0
39,6/29/2012,warming,perm,warming + slow,treefrog,17.0,0.355,51,18,0.6,0.37254902,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,16.0,0.36,54,21,0.7,0.351851852,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,16.5,0.37,54,21,0.7,0.351851852,46,0.0
39,7/2/2012,warming,perm,warming + slow,treefrog,18.0,0.409,54,21,0.7,0.351851852,46,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,17.0,0.386,56,24,0.8,0.339285714,46,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,16.0,0.433,56,24,0.8,0.339285714,45,0.0
39,7/4/2012,warming,perm,warming + slow,treefrog,17.0,0.407,56,24,0.8,0.339285714,45,0.0
39,7/11/2012,warming,perm,warming + slow,treefrog,17.0,0.414,63,25,0.833333333,0.301587302,46,0.0
40,7/5/2012,no warming,temp,no warming + fast,treefrog,16.0,0.373,57,2,0.066666667,0.333333333,46,0.9124
40,7/5/2012,no warming,temp,no warming + fast,treefrog,16.0,0.339,57,2,0.066666667,0.333333333,46,0.9124
40,7/6/2012,no warming,temp,no warming + fast,treefrog,14.0,0.335,58,3,0.1,0.327586207,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,17.0,0.34,61,7,0.233333333,0.31147541,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,17.0,0.39,61,7,0.233333333,0.31147541,46,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,16.0,0.422,61,7,0.233333333,0.31147541,45,0.9124
40,7/9/2012,no warming,temp,no warming + fast,treefrog,15.5,0.364,61,7,0.233333333,0.31147541,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.0,0.375,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.323,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,14.0,0.253,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.36,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.35,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,15.5,0.309,63,14,0.466666667,0.301587302,46,0.9124
40,7/11/2012,no warming,temp,no warming + fast,treefrog,16.0,0.39,63,14,0.466666667,0.301587302,45,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.29,65,17,0.566666667,0.292307692,46,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,15.0,0.299,65,17,0.566666667,0.292307692,46,0.9124
40,7/13/2012,no warming,temp,no warming + fast,treefrog,16.0,0.36,65,17,0.566666667,0.292307692,46,0.9124
40,7/14/2012,no warming,temp,no warming + fast,treefrog,15.0,0.34,66,18,0.6,0.287878788,45,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,16.0,0.348,68,23,0.766666667,0.279411765,45,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.316,68,23,0.766666667,0.279411765,46,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,17.0,0.36,68,23,0.766666667,0.279411765,46,0.9124
40,7/16/2012,no warming,temp,no warming + fast,treefrog,15.0,0.348,68,23,0.766666667,0.279411765,45,0.9124
40,7/17/2012,no warming,temp,no warming + fast,treefrog,16.0,0.379,69,25,0.833333333,0.275362319,46,0.9124
40,7/17/2012,no warming,temp,no warming + fast,treefrog,15.0,0.346,69,25,0.833333333,0.275362319,45,0.9124
40,7/19/2012,no warming,temp,no warming + fast,treefrog,15.0,0.315,71,26,0.866666667,0.267605634,46,0.9124
40,7/25/2012,no warming,temp,no warming + fast,treefrog,15.0,0.332,75,27,0.9,0.253333333,45,0.9124
41,7/6/2012,warming,perm,warming + slow,spadefoot,16.0,0.526,58,1,0.033333333,0.327586207,45,2.8155
41,7/8/2012,warming,perm,warming + slow,spadefoot,18.5,0.662,60,2,0.066666667,0.316666667,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,15.0,0.56,63,5,0.166666667,0.301587302,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,16.0,0.6,63,5,0.166666667,0.301587302,45,2.8155
41,7/11/2012,warming,perm,warming + slow,spadefoot,19.0,0.61,63,5,0.166666667,0.301587302,45,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,15.5,0.32,65,10,0.333333333,0.292307692,46,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,17.0,0.493,65,10,0.333333333,0.292307692,46,2.8155
41,7/13/2012,warming,perm,warming + slow,spadefoot,16.0,0.515,65,10,0.333333333,0.292307692,46,2.8155
41,7/16/2012,warming,perm,warming + slow,spadefoot,16.5,0.48,68,12,0.4,0.279411765,46,2.8155
41,7/16/2012,warming,perm,warming + slow,spadefoot,16.0,0.448,68,12,0.4,0.279411765,46,2.8155
41,7/17/2012,warming,perm,warming + slow,spadefoot,15.5,0.405,69,13,0.433333333,0.275362319,46,2.8155
41,7/19/2012,warming,perm,warming + slow,spadefoot,15.0,0.543,71,14,0.466666667,0.267605634,45,2.8155
41,7/30/2012,warming,perm,warming + slow,spadefoot,18.0,0.619,80,16,0.533333333,0.2375,46,2.8155
41,7/30/2012,warming,perm,warming + slow,spadefoot,18.0,0.626,80,16,0.533333333,0.2375,46,2.8155
42,7/16/2012,no warming,perm,no warming + slow,redlegged,19.5,0.48,68,2,0.066666667,0.279411765,45,1.9954
42,7/16/2012,no warming,perm,no warming + slow,redlegged,19.0,0.508,68,2,0.066666667,0.279411765,46,1.9954
42,7/20/2012,no warming,perm,no warming + slow,redlegged,22.0,0.81,72,3,0.1,0.263888889,45,1.9954
42,7/22/2012,no warming,perm,no warming + slow,redlegged,17.0,0.399,74,4,0.133333333,0.256756757,46,1.9954
42,7/23/2012,no warming,perm,no warming + slow,redlegged,17.5,0.438,75,6,0.2,0.253333333,45,1.9954
42,7/23/2012,no warming,perm,no warming + slow,redlegged,16.0,0.365,75,6,0.2,0.253333333,45,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.395,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.45,75,11,0.366666667,0.253333333,45,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,18.0,0.5,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,17.0,0.339,75,11,0.366666667,0.253333333,46,1.9954
42,7/25/2012,no warming,perm,no warming + slow,redlegged,19.0,0.507,75,11,0.366666667,0.253333333,46,1.9954
42,7/27/2012,no warming,perm,no warming + slow,redlegged,16.0,0.359,77,12,0.4,0.246753247,46,1.9954
42,7/29/2012,no warming,perm,no warming + slow,redlegged,18.0,0.52,79,14,0.466666667,0.240506329,45,1.9954
42,7/29/2012,no warming,perm,no warming + slow,redlegged,17.0,0.5,79,14,0.466666667,0.240506329,45,1.9954
42,7/30/2012,no warming,perm,no warming + slow,redlegged,18.0,0.454,80,15,0.5,0.2375,46,1.9954
42,8/6/2012,no warming,perm,no warming + slow,redlegged,18.5,0.55,87,16,0.533333333,0.218390805,46,1.9954
42,8/11/2012,no warming,perm,no warming + slow,redlegged,21.5,0.724,92,17,0.566666667,0.206521739,46,1.9954
42,8/12/2012,no warming,perm,no warming + slow,redlegged,21.0,0.785,93,18,0.6,0.204301075,45,1.9954
42,8/13/2012,no warming,perm,no warming + slow,redlegged,19.5,0.79,94,19,0.633333333,0.20212766,45,1.9954
43,6/19/2012,warming,perm,warming + slow,treefrog,14.5,0.24,42,3,0.1,0.452380952,45,0.0
43,6/19/2012,warming,perm,warming + slow,treefrog,17.0,0.35,42,3,0.1,0.452380952,46,0.0
43,6/19/2012,warming,perm,warming + slow,treefrog,15.0,0.3,42,3,0.1,0.452380952,46,0.0
43,6/21/2012,warming,perm,warming + slow,treefrog,15.0,0.271,44,5,0.166666667,0.431818182,46,0.0
43,6/21/2012,warming,perm,warming + slow,treefrog,16.0,0.283,44,5,0.166666667,0.431818182,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.5,0.275,45,10,0.333333333,0.422222222,45,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,15.0,0.31,45,10,0.333333333,0.422222222,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.0,0.253,45,10,0.333333333,0.422222222,46,0.0
43,6/23/2012,warming,perm,warming + slow,treefrog,14.0,0.27,45,10,0.333333333,0.422222222,45,0.0
43,6/25/2012,warming,perm,warming + slow,treefrog,25.0,0.27,47,12,0.4,0.404255319,46,0.0
43,6/25/2012,warming,perm,warming + slow,treefrog,15.5,0.313,47,12,0.4,0.404255319,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.319,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.32,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.34,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,14.0,0.256,49,19,0.633333333,0.387755102,45,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,15.0,0.342,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.376,49,19,0.633333333,0.387755102,46,0.0
43,6/27/2012,warming,perm,warming + slow,treefrog,16.0,0.292,49,19,0.633333333,0.387755102,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.0,0.289,51,22,0.733333333,0.37254902,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.0,0.325,51,22,0.733333333,0.37254902,46,0.0
43,6/29/2012,warming,perm,warming + slow,treefrog,15.5,0.279,51,22,0.733333333,0.37254902,46,0.0
43,7/2/2012,warming,perm,warming + slow,treefrog,17.5,0.4,54,25,0.833333333,0.351851852,45,0.0
43,7/2/2012,warming,perm,warming + slow,treefrog,15.0,0.246,54,25,0.833333333,0.351851852,46,0.0
